ID	TitleSlug	Title	Contest	Question	Rating
1522	stone-game-iii	石子游戏 III	weekly-contest-183	T4	1999.80665
1524	string-matching-in-an-array	数组中的字符串匹配	weekly-contest-184	T1	1101.91726
1525	queries-on-a-permutation-with-key	查询带键的排列	weekly-contest-184	T2	1167.95943
1526	html-entity-parser	HTML 实体解析器	weekly-contest-184	T3	1287.78429
1527	number-of-ways-to-paint-n-3-grid	给 N x 3 网格图涂色的方案数	weekly-contest-184	T4	1785.97122
1514	minimum-value-to-get-positive-step-by-step-sum	逐步求和得到正数的最小值	biweekly-contest-24	T1	1058.05663
1515	find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k	和为 K 的最少斐波那契数字数目	biweekly-contest-24	T2	1330.38121
1516	the-k-th-lexicographical-string-of-all-happy-strings-of-length-n	长度为 n 的开心字符串中字典序第 k 小的字符串	biweekly-contest-24	T3	1399.78588
1517	restore-the-array	恢复数组	biweekly-contest-24	T4	1853.04927
1532	reformat-the-string	重新格式化字符串	weekly-contest-185	T1	1082.76589
1533	display-table-of-food-orders-in-a-restaurant	点菜展示表	weekly-contest-185	T2	1414.80643
1534	minimum-number-of-frogs-croaking	数青蛙	weekly-contest-185	T3	1622.25366
1535	build-array-where-you-can-find-the-maximum-exactly-k-comparisons	生成数组	weekly-contest-185	T4	2163.46977
1537	maximum-score-after-splitting-a-string	分割字符串的最大得分	weekly-contest-186	T1	1093.20104
1538	maximum-points-you-can-obtain-from-cards	可获得的最大点数	weekly-contest-186	T2	1429.57198
1539	diagonal-traverse-ii	对角线遍历 II	weekly-contest-186	T3	1719.46203
1286	constrained-subsequence-sum	带限制的子序列和	weekly-contest-186	T4	1957.71475
1528	kids-with-the-greatest-number-of-candies	拥有最多糖果的孩子	biweekly-contest-25	T1	1033.31514
1529	max-difference-you-can-get-from-changing-an-integer	改变一个整数能得到的最大差值	biweekly-contest-25	T2	1245.5261
1530	check-if-a-string-can-break-another-string	检查一个字符串是否可以打破另一个字符串	biweekly-contest-25	T3	1302.25897
1531	number-of-ways-to-wear-different-hats-to-each-other	每个人戴不同帽子的方案数	biweekly-contest-25	T4	2314.12581
1547	destination-city	旅行终点站	weekly-contest-187	T1	1048.22176
1548	check-if-all-1s-are-at-least-length-k-places-away	是否所有 1 都至少相隔 k 个元素	weekly-contest-187	T2	1040.32581
1549	longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit	绝对差不超过限制的最长连续子数组	weekly-contest-187	T3	1532.05977
1550	find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows	有序矩阵中的第 k 个最小数组和	weekly-contest-187	T4	2097.89822
1552	build-an-array-with-stack-operations	用栈操作构建数组	weekly-contest-188	T1	1027.60702
1553	count-triplets-that-can-form-two-arrays-of-equal-xor	形成两个异或相等数组的三元组数目	weekly-contest-188	T2	1349.85495
1554	minimum-time-to-collect-all-apples-in-a-tree	收集树上所有苹果的最少时间	weekly-contest-188	T3	1617.1741
1555	number-of-ways-of-cutting-a-pizza	切披萨的方案数	weekly-contest-188	T4	2083.07778
1542	consecutive-characters	连续字符	biweekly-contest-26	T1	998.79219
1543	simplified-fractions	最简分数	biweekly-contest-26	T2	1093.69944
1544	count-good-nodes-in-binary-tree	统计二叉树中好节点的数目	biweekly-contest-26	T3	1213.31497
1545	form-largest-integer-with-digits-that-add-up-to-target	数位成本和为目标值的最大数字	biweekly-contest-26	T4	1859.7617
1560	number-of-students-doing-homework-at-a-given-time	在既定时间做作业的学生人数	weekly-contest-189	T1	913.12853
1561	rearrange-words-in-a-sentence	重新排列句子中的单词	weekly-contest-189	T2	1169.24614
1562	people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list	收藏清单	weekly-contest-189	T3	1470.19222
1563	maximum-number-of-darts-inside-of-a-circular-dartboard	圆形靶内的最大飞镖数量	weekly-contest-189	T4	2071.34702
1566	check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence	检查单词是否为句中其他单词的前缀	weekly-contest-190	T1	949.9570200000001
1567	maximum-number-of-vowels-in-a-substring-of-given-length	定长子串中元音的最大数目	weekly-contest-190	T2	1111.28937
1568	pseudo-palindromic-paths-in-a-binary-tree	二叉树中的伪回文路径	weekly-contest-190	T3	1297.30065
1569	max-dot-product-of-two-subsequences	两个子序列的最大点积	weekly-contest-190	T4	1787.25976
1556	make-two-arrays-equal-by-reversing-subarrays	通过翻转子数组使两个数组相等	biweekly-contest-27	T1	974.5197899999999
1557	check-if-a-string-contains-all-binary-codes-of-size-k	检查一个字符串是否包含所有长度为 K 的二进制子串	biweekly-contest-27	T2	1309.37255
1558	course-schedule-iv	课程表 IV	biweekly-contest-27	T3	1603.4965
1559	cherry-pickup-ii	摘樱桃 II	biweekly-contest-27	T4	1886.08469
1574	maximum-product-of-two-elements-in-an-array	数组中两元素的最大乘积	weekly-contest-191	T1	918.74334
1575	maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts	切割后面积最大的蛋糕	weekly-contest-191	T2	1228.28931
1576	reorder-routes-to-make-all-paths-lead-to-the-city-zero	重新规划路线	weekly-contest-191	T3	1537.79485
1577	probability-of-a-two-boxes-having-the-same-number-of-distinct-balls	两个盒子中球的颜色数相同的概率	weekly-contest-191	T4	2401.10089
1580	shuffle-the-array	重新排列数组	weekly-contest-192	T1	905.4826
1581	the-k-strongest-values-in-an-array	数组中的 k 个最强值	weekly-contest-192	T2	1148.73393
1582	design-browser-history	设计浏览器历史记录	weekly-contest-192	T3	1320.53286
1583	paint-house-iii	粉刷房子 III	weekly-contest-192	T4	1995.63586
1570	final-prices-with-a-special-discount-in-a-shop	商品折扣后的最终价格	biweekly-contest-28	T1	1028.19701
1572	subrectangle-queries	子矩形查询	biweekly-contest-28	T2	1161.56796
1573	find-two-non-overlapping-sub-arrays-each-with-target-sum	找两个和为目标值且不重叠的子数组	biweekly-contest-28	T3	1763.34389
1571	allocate-mailboxes	安排邮筒	biweekly-contest-28	T4	2116.07737
1603	running-sum-of-1d-array	一维数组的动态和	weekly-contest-193	T1	896.52915
1604	least-number-of-unique-integers-after-k-removals	不同整数的最少数目	weekly-contest-193	T2	1129.26702
1605	minimum-number-of-days-to-make-m-bouquets	制作 m 束花所需的最少天数	weekly-contest-193	T3	1834.47164
1296	kth-ancestor-of-a-tree-node	树节点的第 K 个祖先	weekly-contest-193	T4	2015.31328
1610	xor-operation-in-an-array	数组异或操作	weekly-contest-194	T1	1007.99378
1611	making-file-names-unique	保证文件名唯一	weekly-contest-194	T2	1507.27632
1612	avoid-flood-in-the-city	避免洪水泛滥	weekly-contest-194	T3	1864.61386
1613	find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree	找到最小生成树里的关键边和伪关键边	weekly-contest-194	T4	2571.05344
1584	average-salary-excluding-the-minimum-and-maximum-salary	去掉最低工资和最高工资后的工资平均值	biweekly-contest-29	T1	1077.3615
1585	the-kth-factor-of-n	n 的第 k 个因子	biweekly-contest-29	T2	1100.79241
1586	longest-subarray-of-1s-after-deleting-one-element	删掉一个元素以后全为 1 的最长子数组	biweekly-contest-29	T3	1261.439
1587	parallel-courses-ii	并行课程 II	biweekly-contest-29	T4	1934.48791
1619	path-crossing	判断路径是否相交	weekly-contest-195	T1	1215.73376
1620	check-if-array-pairs-are-divisible-by-k	检查数组对是否可以被 k 整除	weekly-contest-195	T2	1505.79837
1621	number-of-subsequences-that-satisfy-the-given-sum-condition	满足条件的子序列数目	weekly-contest-195	T3	1976.63471
1622	max-value-of-equation	满足不等式的最大值	weekly-contest-195	T4	2154.92929
1626	can-make-arithmetic-progression-from-sequence	判断能否形成等差数列	weekly-contest-196	T1	959.39581
1627	last-moment-before-all-ants-fall-out-of-a-plank	所有蚂蚁掉下来前的最后一刻	weekly-contest-196	T2	1385.18324
1628	count-submatrices-with-all-ones	统计全 1 子矩形	weekly-contest-196	T3	1741.44556
1629	minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits	最多 K 次交换相邻数位后得到的最小整数	weekly-contest-196	T4	2168.25435
1283	reformat-date	转变日期格式	biweekly-contest-30	T1	1115.60128
1615	range-sum-of-sorted-subarray-sums	子数组和排序后的区间和	biweekly-contest-30	T2	1241.82732
1616	minimum-difference-between-largest-and-smallest-value-in-three-moves	三次操作后最大值与最小值的最小差	biweekly-contest-30	T3	1423.27492
1617	stone-game-iv	石子游戏 IV	biweekly-contest-30	T4	1625.58683
1635	number-of-good-pairs	好数对的数目	weekly-contest-197	T1	968.63767
1636	number-of-substrings-with-only-1s	仅含 1 的子串数	weekly-contest-197	T2	1146.91107
1325	path-with-maximum-probability	概率最大的路径	weekly-contest-197	T3	1805.04243
1638	best-position-for-a-service-centre	服务中心的最佳位置	weekly-contest-197	T4	2145.36284
1642	water-bottles	换水问题	weekly-contest-198	T1	1014.69092
1643	number-of-nodes-in-the-sub-tree-with-the-same-label	子树中标签相同的节点数	weekly-contest-198	T2	1738.9105
1644	maximum-number-of-non-overlapping-substrings	最多的不重叠子字符串	weekly-contest-198	T3	2284.13116
1645	find-a-value-of-a-mysterious-function-closest-to-target	找到最接近目标值的函数值	weekly-contest-198	T4	2272.63662
1630	count-odd-numbers-in-an-interval-range	在区间范围内统计奇数数目	biweekly-contest-31	T1	1061.12783
1631	number-of-sub-arrays-with-odd-sum	和为奇数的子数组数目	biweekly-contest-31	T2	1548.6619
1632	number-of-good-ways-to-split-a-string	字符串的好分割数目	biweekly-contest-31	T3	1380.50236
1633	minimum-number-of-increments-on-subarrays-to-form-a-target-array	形成目标数组的子数组最少增加次数	biweekly-contest-31	T4	1708.67092
1651	shuffle-string	重新排列字符串	weekly-contest-199	T1	1004.08762
1652	minimum-suffix-flips	最少的后缀翻转次数	weekly-contest-199	T2	1187.19353
1653	number-of-good-leaf-nodes-pairs	好叶子节点对的数量	weekly-contest-199	T3	1628.20007
1637	string-compression-ii	压缩字符串 II	weekly-contest-199	T4	2551.18902
1656	count-good-triplets	统计好三元组	weekly-contest-200	T1	1067.61371
1657	find-the-winner-of-an-array-game	找出数组游戏的赢家	weekly-contest-200	T2	1241.5545
1658	minimum-swaps-to-arrange-a-binary-grid	排布二进制网格的最少交换次数	weekly-contest-200	T3	1704.01213
1659	get-the-maximum-score	最大得分	weekly-contest-200	T4	1788.98006
1646	kth-missing-positive-number	第 k 个缺失的正整数	biweekly-contest-32	T1	1107.84268
1647	can-convert-string-in-k-moves	K 次操作转变字符串	biweekly-contest-32	T2	1430.70688
1648	minimum-insertions-to-balance-a-parentheses-string	平衡括号字符串的最少插入次数	biweekly-contest-32	T3	1595.90517
1668	find-longest-awesome-substring	找出最长的超赞子字符串	biweekly-contest-32	T4	2105.81858
1666	make-the-string-great	整理字符串	weekly-contest-201	T1	1152.43631
1667	find-kth-bit-in-nth-binary-string	找出第 N 个二进制字符串中的第 K 位	weekly-contest-201	T2	1271.20049
1649	maximum-number-of-non-overlapping-subarrays-with-sum-equals-target	和为目标值且不重叠的非空子数组的最大数目	weekly-contest-201	T3	1802.59068
1669	minimum-cost-to-cut-a-stick	切棍子的最小成本	weekly-contest-201	T4	2008.53043
1293	three-consecutive-odds	存在连续三个奇数的数组	weekly-contest-202	T1	1045.95392
1674	minimum-operations-to-make-array-equal	使数组中所有元素相等的最小操作数	weekly-contest-202	T2	1092.63127
1675	magnetic-force-between-two-balls	两球之间的磁力	weekly-contest-202	T3	1816.12102
1676	minimum-number-of-days-to-eat-n-oranges	吃掉 N 个橘子的最少天数	weekly-contest-202	T4	1940.45398
1660	thousand-separator	千位分隔数	biweekly-contest-33	T1	1098.36368
1661	minimum-number-of-vertices-to-reach-all-nodes	可以到达所有点的最少点数目	biweekly-contest-33	T2	1319.10962
1662	minimum-numbers-of-function-calls-to-make-target-array	得到目标数组的最少函数调用次数	biweekly-contest-33	T3	1439.46992
1663	detect-cycles-in-2d-grid	二维网格图中探测环	biweekly-contest-33	T4	1751.42426
1682	most-visited-sector-in-a-circular-track	圆形赛道上经过次数最多的扇区	weekly-contest-203	T1	1207.11346
1683	maximum-number-of-coins-you-can-get	你可以获得的最大硬币数目	weekly-contest-203	T2	1183.29296
1684	find-latest-group-of-size-m	查找大小为 M 的最新分组	weekly-contest-203	T3	1798.81378
1685	stone-game-v	石子游戏 V	weekly-contest-203	T4	1992.77948
1689	detect-pattern-of-length-m-repeated-k-or-more-times	重复至少 K 次且长度为 M 的模式	weekly-contest-204	T1	1268.9455
1690	maximum-length-of-subarray-with-positive-product	乘积为正数的最长子数组长度	weekly-contest-204	T2	1534.3514
1691	minimum-number-of-days-to-disconnect-island	使陆地分离的最少天数	weekly-contest-204	T3	2114.63401
1692	number-of-ways-to-reorder-array-to-get-same-bst	将子数组重新排序得到同一个二叉查找树的方案数	weekly-contest-204	T4	2212.23246
1677	matrix-diagonal-sum	矩阵对角线元素的和	biweekly-contest-34	T1	1130.94232
1678	number-of-ways-to-split-a-string	分割字符串的方案数	biweekly-contest-34	T2	1373.59113
1679	shortest-subarray-to-be-removed-to-make-array-sorted	删除最短的子数组使剩余数组有序	biweekly-contest-34	T3	1770.43231
1680	count-all-possible-routes	统计所有可行路径	biweekly-contest-34	T4	1995.50452
1698	replace-all-s-to-avoid-consecutive-repeating-characters	替换所有的问号	weekly-contest-205	T1	1162.09195
1699	number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers	数的平方等于两数乘积的方法数	weekly-contest-205	T2	1443.99359
1700	minimum-time-to-make-rope-colorful	使绳子变成彩色的最短时间	weekly-contest-205	T3	1432.34591
1701	remove-max-number-of-edges-to-keep-graph-fully-traversable	保证图可完全遍历	weekly-contest-205	T4	2057.38783
1704	special-positions-in-a-binary-matrix	二进制矩阵中的特殊位置	weekly-contest-206	T1	1114.52247
1705	count-unhappy-friends	统计不开心的朋友	weekly-contest-206	T2	1495.94764
1706	min-cost-to-connect-all-points	连接所有点的最小费用	weekly-contest-206	T3	1717.52884
1707	check-if-string-is-transformable-with-substring-sort-operations	检查字符串是否可以通过排序子字符串得到另一个字符串	weekly-contest-206	T4	2202.03847
1693	sum-of-all-odd-length-subarrays	所有奇数长度子数组的和	biweekly-contest-35	T1	1239.06402
1695	maximum-sum-obtained-of-any-permutation	所有排列中的最大和	biweekly-contest-35	T2	1757.29835
1694	make-sum-divisible-by-p	使数组和能被 P 整除	biweekly-contest-35	T3	1936.30358
1696	strange-printer-ii	奇怪的打印机 II	biweekly-contest-35	T4	2162.95965
1714	rearrange-spaces-between-words	重新排列单词间的空格	weekly-contest-207	T1	1162.75437
1715	split-a-string-into-the-max-number-of-unique-substrings	拆分字符串使唯一子字符串的数目最大	weekly-contest-207	T2	1598.15491
1716	maximum-non-negative-product-in-a-matrix	矩阵的最大非负积	weekly-contest-207	T3	1661.56414
1717	minimum-cost-to-connect-two-groups-of-points	连通两组点的最小成本	weekly-contest-207	T4	2458.32951
1720	crawler-log-folder	文件夹操作日志搜集器	weekly-contest-208	T1	1138.89292
1721	maximum-profit-of-operating-a-centennial-wheel	经营摩天轮的最大利润	weekly-contest-208	T2	1385.23247
1722	throne-inheritance	王位继承顺序	weekly-contest-208	T3	1706.22097
1723	maximum-number-of-achievable-transfer-requests	最多可达成的换楼请求数目	weekly-contest-208	T4	1975.48054
1708	design-parking-system	设计停车系统	biweekly-contest-36	T1	1252.91332
1709	alert-using-same-key-card-three-or-more-times-in-a-one-hour-period	警告一小时内使用相同员工卡大于等于三次的人	biweekly-contest-36	T2	1498.85565
1711	find-valid-matrix-given-row-and-column-sums	给定行和列的和求可行矩阵	biweekly-contest-36	T3	1808.99336
1710	find-servers-that-handled-most-number-of-requests	找到处理最多请求的服务器	biweekly-contest-36	T4	2263.37802
1730	special-array-with-x-elements-greater-than-or-equal-x	特殊数组的特征值	weekly-contest-209	T1	1191.78878
1731	even-odd-tree	奇偶树	weekly-contest-209	T2	1295.62524
1733	maximum-number-of-visible-points	可见点的最大数目	weekly-contest-209	T3	2057.47143
1732	minimum-one-bit-operations-to-make-integers-zero	使整数变为 0 的最少操作次数	weekly-contest-209	T4	2230.01032
1737	maximum-nesting-depth-of-the-parentheses	括号的最大嵌套深度	weekly-contest-210	T1	1131.69869
1738	maximal-network-rank	最大网络秩	weekly-contest-210	T2	1340.21021
1739	split-two-strings-to-make-palindrome	分割两个字符串得到回文串	weekly-contest-210	T3	1619.80818
1740	count-subtrees-with-max-distance-between-cities	统计子树中城市之间最大距离	weekly-contest-210	T4	2194.96452
1210	mean-of-array-after-removing-some-elements	删除某些元素后的数组均值	biweekly-contest-37	T1	1219.39108
1726	coordinate-with-maximum-network-quality	网络信号最好的坐标	biweekly-contest-37	T2	1501.34418
1725	number-of-sets-of-k-non-overlapping-line-segments	大小为 K 的不重叠线段的数目	biweekly-contest-37	T3	2071.61304
1728	fancy-sequence	奇妙序列	biweekly-contest-37	T4	2341.95939
1746	largest-substring-between-two-equal-characters	两个相同字符之间的最长子字符串	weekly-contest-211	T1	1085.67058
1747	lexicographically-smallest-string-after-applying-operations	执行操作后字典序最小的字符串	weekly-contest-211	T2	1904.26186
1748	best-team-with-no-conflicts	无矛盾的最佳球队	weekly-contest-211	T3	1893.93925
1223	graph-connectivity-with-threshold	带阈值的图连通性	weekly-contest-211	T4	2139.66219
1751	slowest-key	按键持续时间最长的键	weekly-contest-212	T1	1139.06499
1752	arithmetic-subarrays	等差子数组	weekly-contest-212	T2	1235.89014
1753	path-with-minimum-effort	最小体力消耗路径	weekly-contest-212	T3	1900.66193
1257	rank-transform-of-a-matrix	矩阵转换后的秩	weekly-contest-212	T4	2454.34283
1741	sort-array-by-increasing-frequency	按照频率将数组升序排序	biweekly-contest-38	T1	1300.74411
1742	widest-vertical-area-between-two-points-containing-no-points	两点之间不包含任何点的最宽垂直面积	biweekly-contest-38	T2	1335.83144
1743	count-substrings-that-differ-by-one-character	统计只差一个字符的子串数目	biweekly-contest-38	T3	1597.00107
1744	number-of-ways-to-form-a-target-string-given-a-dictionary	通过给定词典构造目标字符串的方案数	biweekly-contest-38	T4	2004.15199
1760	check-array-formation-through-concatenation	能否连接形成数组	weekly-contest-213	T1	1321.78731
1761	count-sorted-vowel-strings	统计字典序元音字符串的数目	weekly-contest-213	T2	1324.04169
1762	furthest-building-you-can-reach	可以到达的最远建筑	weekly-contest-213	T3	1870.84727
489	kth-smallest-instructions	第 K 条最小指令	weekly-contest-213	T4	1986.9941
1769	get-maximum-in-generated-array	获取生成数组中的最大值	weekly-contest-214	T1	1063.08454
1770	minimum-deletions-to-make-character-frequencies-unique	字符频次唯一的最小删除次数	weekly-contest-214	T2	1308.35856
1771	sell-diminishing-valued-colored-balls	销售价值减少的颜色球	weekly-contest-214	T3	1875.26296
1772	create-sorted-array-through-instructions	通过指令创建有序数组	weekly-contest-214	T4	2028.75724
1755	defuse-the-bomb	拆炸弹	biweekly-contest-39	T1	1191.09289
1756	minimum-deletions-to-make-string-balanced	使字符串平衡的最少删除次数	biweekly-contest-39	T2	1588.61275
1757	minimum-jumps-to-reach-home	到家的最少跳跃次数	biweekly-contest-39	T3	2042.74381
1758	distribute-repeating-integers	分配重复整数	biweekly-contest-39	T4	2199.81889
1775	design-an-ordered-stream	设计有序流	weekly-contest-215	T1	1243.06943
1777	determine-if-two-strings-are-close	确定两个字符串是否接近	weekly-contest-215	T2	1325.64307
1776	minimum-operations-to-reduce-x-to-zero	将 x 减到 0 的最小操作数	weekly-contest-215	T3	1695.67128
1778	maximize-grid-happiness	最大化网格幸福感	weekly-contest-215	T4	2524.21961
1781	check-if-two-string-arrays-are-equivalent	检查两个字符串数组是否相等	weekly-contest-216	T1	1035.49435
1782	smallest-string-with-a-given-numeric-value	具有给定数值的最小字符串	weekly-contest-216	T2	1281.8636
1783	ways-to-make-a-fair-array	生成平衡数组的方案数	weekly-contest-216	T3	1430.30026
1784	minimum-initial-energy-to-finish-tasks	完成所有任务的最少初始能量	weekly-contest-216	T4	1757.12987
1764	maximum-repeating-substring	最大重复子字符串	biweekly-contest-40	T1	1234.41308
1765	merge-in-between-linked-lists	合并两个链表	biweekly-contest-40	T2	1259.02892
1767	design-front-middle-back-queue	设计前中后队列	biweekly-contest-40	T3	1430.35941
1766	minimum-number-of-removals-to-make-mountain-array	得到山形数组的最少删除次数	biweekly-contest-40	T4	1724.5368
1791	richest-customer-wealth	最富有客户的资产总量	weekly-contest-217	T1	994.72921
1792	find-the-most-competitive-subsequence	找出最具竞争力的子序列	weekly-contest-217	T2	1613.60788
1793	minimum-moves-to-make-array-complementary	使数组互补的最少操作次数	weekly-contest-217	T3	2218.06116
1794	minimize-deviation-in-array	数组的最小偏移量	weekly-contest-217	T4	2428.03348
1797	goal-parser-interpretation	设计 Goal 解析器	weekly-contest-218	T1	1040.2402
1798	max-number-of-k-sum-pairs	K 和数对的最大数目	weekly-contest-218	T2	1171.74214
1800	concatenation-of-consecutive-binary-numbers	连接连续二进制数字	weekly-contest-218	T3	1495.26427
1799	minimum-incompatibility	最小不兼容性	weekly-contest-218	T4	2306.69986
1786	count-the-number-of-consistent-strings	统计一致字符串的数目	biweekly-contest-41	T1	1128.46174
1787	sum-of-absolute-differences-in-a-sorted-array	有序数组中差绝对值之和	biweekly-contest-41	T2	1345.04181
1788	stone-game-vi	石子游戏 VI	biweekly-contest-41	T3	1777.98789
1789	delivering-boxes-from-storage-to-ports	从仓库到码头运输箱子	biweekly-contest-41	T4	2516.73311
1806	count-of-matches-in-tournament	比赛中的配对次数	weekly-contest-219	T1	1019.95727
1807	partitioning-into-minimum-number-of-deci-binary-numbers	十-二进制数的最少数目	weekly-contest-219	T2	1122.72431
1808	stone-game-vii	石子游戏 VII	weekly-contest-219	T3	1822.96285
1367	maximum-height-by-stacking-cuboids	堆叠长方体的最大高度	weekly-contest-219	T4	2083.64308
1812	reformat-phone-number	重新格式化电话号码	weekly-contest-220	T1	1115.45357
1813	maximum-erasure-value	删除子数组的最大得分	weekly-contest-220	T2	1400.55003
1814	jump-game-vi	跳跃游戏 VI	weekly-contest-220	T3	1837.45321
1815	checking-existence-of-edge-length-limited-paths	检查边长度限制的路径是否存在	weekly-contest-220	T4	2228.32628
1802	number-of-students-unable-to-eat-lunch	无法吃午餐的学生数量	biweekly-contest-42	T1	1218.07376
1803	average-waiting-time	平均等待时间	biweekly-contest-42	T2	1259.2808
1804	maximum-binary-string-after-change	修改后的最大二进制字符串	biweekly-contest-42	T3	1681.59523
1805	minimum-adjacent-swaps-for-k-consecutive-ones	得到连续 K 个 1 的最少相邻交换次数	biweekly-contest-42	T4	2408.44714
1823	determine-if-string-halves-are-alike	判断字符串的两半是否相似	weekly-contest-221	T1	1004.9489
1824	maximum-number-of-eaten-apples	吃苹果的最大数目	weekly-contest-221	T2	1797.36363
1324	where-will-the-ball-fall	球会落何处	weekly-contest-221	T3	1594.13163
1826	maximum-xor-with-an-element-from-array	与数组中元素的最大异或值	weekly-contest-221	T4	2235.39532
1829	maximum-units-on-a-truck	卡车上的最大单元数	weekly-contest-222	T1	1128.19178
1830	count-good-meals	大餐计数	weekly-contest-222	T2	1677.57967
1831	ways-to-split-array-into-three-subarrays	将数组分成三个子数组的方案数	weekly-contest-222	T3	1952.04268
1832	minimum-operations-to-make-a-subsequence	得到子序列的最少操作次数	weekly-contest-222	T4	2218.89727
1817	calculate-money-in-leetcode-bank	计算力扣银行的钱	biweekly-contest-43	T1	1149.71311
1818	maximum-score-from-removing-substrings	删除子字符串的最大得分	biweekly-contest-43	T2	1711.91399
1819	construct-the-lexicographically-largest-valid-sequence	构建字典序最大的可行序列	biweekly-contest-43	T3	1935.21158
1820	number-of-ways-to-reconstruct-a-tree	重构一棵树的方案数	biweekly-contest-43	T4	2860.99188
1839	decode-xored-array	解码异或后的数组	weekly-contest-223	T1	1109.19311
528	swapping-nodes-in-a-linked-list	交换链表中的节点	weekly-contest-223	T2	1205.49734
1840	minimize-hamming-distance-after-swap-operations	执行交换操作后的最小汉明距离	weekly-contest-223	T3	1794.71639
1825	find-minimum-time-to-finish-all-jobs	完成所有工作的最短时间	weekly-contest-223	T4	2202.50892
1843	number-of-rectangles-that-can-form-the-largest-square	可以形成最大正方形的矩形数目	weekly-contest-224	T1	1053.67155
1364	tuple-with-same-product	同积元组	weekly-contest-224	T2	1381.65702
1845	largest-submatrix-with-rearrangements	重新排列后的最大子矩阵	weekly-contest-224	T3	1827.06079
1727	cat-and-mouse-ii	猫和老鼠 II	weekly-contest-224	T4	2867.98363
1833	find-the-highest-altitude	找到最高海拔	biweekly-contest-44	T1	1122.09895
1834	minimum-number-of-people-to-teach	需要教语言的最少人数	biweekly-contest-44	T2	1864.95519
1835	decode-xored-permutation	解码异或后的排列	biweekly-contest-44	T3	1958.26309
1836	count-ways-to-make-array-with-product	生成乘积数组的方案数	biweekly-contest-44	T4	2479.21473
1858	latest-time-by-replacing-hidden-digits	替换隐藏数字得到的最晚时间	weekly-contest-225	T1	1050.3936
1859	change-minimum-characters-to-satisfy-one-of-three-conditions	满足三条件之一需改变的最少字符数	weekly-contest-225	T2	1792.73946
1860	find-kth-largest-xor-coordinate-value	找出第 K 大的异或坐标值	weekly-contest-225	T3	1523.61123
1861	building-boxes	放置盒子	weekly-contest-225	T4	2056.66964
1844	maximum-number-of-balls-in-a-box	盒子中小球的最大数量	weekly-contest-226	T1	1098.21872
1866	restore-the-array-from-adjacent-pairs	从相邻元素对还原数组	weekly-contest-226	T2	1510.33553
1872	can-you-eat-your-favorite-candy-on-your-favorite-day	你能在你最喜欢的那天吃到你最喜欢的糖果吗？	weekly-contest-226	T3	1716.20153
1871	palindrome-partitioning-iv	回文串分割 IV	weekly-contest-226	T4	1840.90036
1848	sum-of-unique-elements	唯一元素的和	biweekly-contest-45	T1	1131.57096
1849	maximum-absolute-sum-of-any-subarray	任意子数组和的绝对值的最大值	biweekly-contest-45	T2	1393.63802
1850	minimum-length-of-string-after-deleting-similar-ends	删除字符串两端相同字符后的最短长度	biweekly-contest-45	T3	1373.77417
1851	maximum-number-of-events-that-can-be-attended-ii	最多可以参加的会议数目 II	biweekly-contest-45	T4	2013.42617
1878	check-if-array-is-sorted-and-rotated	检查数组是否经排序和轮转得到	weekly-contest-227	T1	1253.90487
1879	maximum-score-from-removing-stones	移除石子的最大得分	weekly-contest-227	T2	1290.43163
1880	largest-merge-of-two-strings	构造字典序最大的合并字符串	weekly-contest-227	T3	1628.0271
1881	closest-subsequence-sum	最接近目标值的子序列和	weekly-contest-227	T4	2263.81286
1884	minimum-changes-to-make-alternating-binary-string	生成交替二进制字符串的最少操作数	weekly-contest-228	T1	1268.88242
1885	count-number-of-homogenous-substrings	统计同构子字符串的数目	weekly-contest-228	T2	1371.9873
1886	minimum-limit-of-balls-in-a-bag	袋子里最少数目的球	weekly-contest-228	T3	1824.98092
1887	minimum-degree-of-a-connected-trio-in-a-graph	一个图中连通三元组的最小度数	weekly-contest-228	T4	1873.53088
1873	longest-nice-substring	最长的美好子字符串	biweekly-contest-46	T1	1431.07615
1874	form-array-by-concatenating-subarrays-of-another-array	通过连接另一个数组的子数组得到一个数组	biweekly-contest-46	T2	1487.36731
1876	map-of-highest-peak	地图中的最高点	biweekly-contest-46	T3	1678.00613
1875	tree-of-coprimes	互质树	biweekly-contest-46	T4	2171.32781
1894	merge-strings-alternately	交替合并字符串	weekly-contest-229	T1	1033.92241
1895	minimum-number-of-operations-to-move-all-balls-to-each-box	移动所有球到每个盒子所需的最小操作数	weekly-contest-229	T2	1114.24758
1896	maximum-score-from-performing-multiplication-operations	执行乘法运算的最大分数	weekly-contest-229	T3	1961.02128
1897	maximize-palindrome-length-from-subsequences	由子序列构造的最长回文串的长度	weekly-contest-229	T4	2095.66699
1899	count-items-matching-a-rule	统计匹配检索规则的物品数量	weekly-contest-230	T1	1003.62585
